polarity,title,review,review_length
0,poor quality,bialetti coffe makers type comparison machine high quality metal seems unfunished diseased.i going look another,111
0,not instructional,dvd jumped right song without detailed even little instructions learned nothing besides 2 hours reading lines right got havent picked since,139
0,Not worth it,high hopes movie disappointed storyline weak boring save time money,67
0,Title song,song 's commercial movie n't dream remember popular song 80 's early 90 's band made movie version called sixpence none richer,126
0,Big Letdown,n't hate band used one favorites changes style become commercial megadeth 's last great album rust peace like metallica 's new sound 'll probably like one,154
1,Excellent slaying music,favorite album listen getting wasted playing counter-strike hot summer nights,77
1,"It's very nice story, but a little difficult to me",interesting know soldiers'experiences going war also nice see different could points view person situation pretty sad see life changed experience,145
0,Just not their thing,video cat 's thing since tend watch tv thought would really love think videos animals close nature-y enough 's like looking window total flop watched 2 minutes done,164
0,don't bother,replacing iron tired constant dripping water everywhere lot steam requires re-filling item time another iron think 'll look another brand time,142
0,This male-to-male VGA cable made my screen look fuzzy!,pros cable nice long.cons screen looks definitely fuzzier new cable old cable know lacks shielding,98
1,Great Rap Album,great rap album one best ever heard baby got back funny song shake booty great dance song matter version personal opinion best rap song ever heard,146
0,Waste of money. Both me and my partner tried it for a month.,waste money tried religiously month ate healthy exercised regularly loose gain pound,84
1,When will season 2 be available on instant video??,please please please get season 2 instant video asap adore show always see thursday nights due travel amazon always saves please make s2 available,146
0,Useless waste of time,bought fiance use car travels lot listened found unhelpful.the cd 's explain anything repeated words.not trational way learn language.not useful try different one,162
0,broken after one month,purchased heating pad november january product longer works n't waste money,75
0,melow,dissapointment popular worship music well new stuff melow unlike stuff whole album diappointing everything means get album otherwise skip move,142
1,Funnier than the first...,one laughed hard say something negative would probably ending little slow overall deniro crystal great combination,114
0,Don't waste your time...,save money known actor movie william forsythe fifteen minutes first one killed off.most monster scenes dark hard see watched tossed trash,137
0,It was ok information.,information almost accurate thats source information important n't beleive everything see hear,94
1,Wonderful Debut,cd great return possibly one moving songs ever heard every song absoutely wonderful must,88
1,Best cart yet!,number garden carts/wheelbarrows years best one using mountain place considerable slope land handles beautifully,112
1,So much fun!,game exactly remember bought couple retro systems kids wait christmas morning 'll playing absolutely wrap,105
0,Cooks at way too high a temp..,slow cooker dangerous cooked chili low several hours turned warm hours fiance ate hot got huge blister lip tried definitely made things boiling hot,147
0,Director of Community Services,ordered two water dog automatic pet fountains one works satisfactorily one defective returning replacement,106
1,pirates rule!!!,fantastic trilogy one best purchases yet.absolutely nothing complain regarding pictureor sound 1080p way world 's end back.this trilogy like black pearl priceless wait release pirates -4,186
0,Bad deal!,product arrived quickly putting new batteries alarm worked directly within 4-5 feet perephial sensing next day working yet third night went reason middle night product returned amazon disappointed,196
1,daughter loved them,almost 2 year old loved puzzles able watch numbers fish help alphabet puzzle bit harder age helpful learns letters,114
1,PERFECT!,great protective glasses comfortable durable use range great alternative overpriced shooting glasses,100
1,Very nice product.,bit finer extra fine rod fact step x fine xx fine coming 7 microns 2200 grit 's ceramic diamond ok said great tool keep fine edge already sharp knife sharpener honing tool know hone blade use 's great tool well made,215
1,I Love it,wonderful show bought disc seen show seen watch show every week,63
1,"Good, but could have been better",loved every second cd especially great meg-mix new songs one problem withit n't one lld song beautiful sound say need love everyone 's someone break clasics deserve shine hits thay show maturity newsboys gained lld,214
0,Terrible Product,returned item 4 times every time rips son sleeps bed n't even taken backpacking amazon great returning item would recommend stay away item seams continue rip,157
1,Soul perfume,love perfume fresh clean aroma powering everyone comments arrived quickly perfect shape,87
0,"Save time, save money",abagnale 's swindler right paid good money buy book swindled it.times dates add one thing contradicts another 's readily apparent guy writes fiction even 's particularly readable.watch paint dry instead,202
1,best show on television,vampire diaries easily best show television right show exciting episodes filler second season good first probably better dvd features fun entertaining ca n't ask anything,170
0,still too expensive,i-pad perform many functions kindle still hundred dollars reduced kindle price 150.00 think would sell better worth purchase,124
1,book review,knew sweet little girl sad story depicted well thank sharing story world,72
0,Can I have my money back?,still wondering point book know plot climax always wondered could write 500 pages nothing 's like seinfeld 's funny,115
0,"Didn't even interest my pups, scared my sister's dog",pups even interested toy sister 's dog actually scared toy,58
1,Read it twice,mainly retake course actually really good book details history far east back sage kings way 1980s well written well organized,125
0,Just a Compilation of Ideas No Real Value,want read book someone entrepreneurial experience book want read summary entrepreneurial ideas book otherwise big zero spend money time,135
0,Save your money!,one disappointing met broadcasts love opera performance extremely disappointing lackluster singing unimaginative sets,117
0,DO NOT BUY THIS TEA!,wonderful twinings earl grey come know love pulled new coke blunder best earl grey tea ever available tea weak tasteless.i hate stupidity especially corporate marketers,168
1,Train Table,purchased son fits 145 piece train set construction seems sturdy easy assemble fits thomas wooden trains,104
0,not so good,material ripped 2 weeks use forced getting rid cover good purchasable item still believer amazon scott bingham,110
1,"One ""Saucy"" Pan You MUST Have",lot calphalon products love one use great usual top stove cooking large flat cooking surface favorite way use 8 1/2 quart saucier oven right roasting typical calphalon even heating easy clean would rate 10 allowed 5,215
1,Really Good Set,ahve dug glenn campbell 's music since child.he covered cool range music country pop balanced really well rhinestone cowboy southern nights galveston main cuts here.i enjoy vocals musical stylings,196
0,Broken,put first dvd got 5 minutes shut dvd automatically loaded disc beginning stop spot cleaned dvd tried results tried another dvd shut 5 minutes back box back amazon day arrived dvd noisier players,194
0,The worst,book far worst clancy disappointed wordiness fill pages nothing develop characters true waste time read,103
1,Drag Racing Funny Cars of the 1970s,black white photos except cover brief captions depth descriptions watched cars enjoyed looking back black white photos mostly full page approx 10 wide 8 1/2,156
1,great sound,bought tape one came love songs wore bought cd great sound richard marx great voice match song,94
0,DON'T BUY IT! A BIG WASTE OF MONEY!,day 1 controller nothing vibrate way control way turn n't waste time money one,78
1,Birthday gift,received birthday great camp movie enjoyed receiving enjoyed watching even family didnt great thank,99
0,Very Disappointed,bought played 1st manhunt game -loved yeah little twisted overall quality awesome character dialog cracked hell game disappointing got bored almost immediately haveing hard time playing hate say think wasted hard earned,219
1,Body stocking,like worth price runs small order big good site go,50
0,Poor quality,rest lots play cam axle prongs sticky spring garbage find hard rest would produce reproducible accuracy tried return got poor customer service well buy product tune equipment dealer said would sell inferior product,214
0,Buyer's Remorse!,talk junk search capability mislabeled cds cds run short yuk,60
0,Great when it worked.,reviewers worked great still worked 5 months dead audio,55
0,Southwestern Bell S60211 Full-Size,n't waste money headset cheap volume low even set maximum setting,65
1,Good read before travel,book bolivia includes aspects country history current travel routes tips prices highlights.i learned allot anticipating trip bolivia,132
1,Excellent bottle - Easy use and well insulated,first bought 24 oz really happy bottle regularly use spin class also running gym easy use sip squeeze riding bike running treadmill,131
0,"""Don Quixote""--the pure definition of the word ""boring""...",yep read boring yes boring beyond belief.it also mundane vapid worthless.read hemingway faulkner read aleksandr solzhenitsyn.even comic section local rag better work literaly trash,180
0,not the best harry potter movie,though new movie sucked acting good movie went ot fast liking watched theaters movie begining yule ball go bathroom go bathroom come back like three minutes later yule ball movie went fast liking going buy anyways,213
1,The Best!!,personally think vin best put much fan feel honored watched multi-facial theres nothing better artist believe much give great gift like vin much offer teaches us many things trust film missing,192
1,Naomi - A models model,bought book niece aspiring model since early childhood felt connection modeling fame naomi achieved book great second purchase first one got nordstroms saks 10 years ago photos spectacular,188
1,Buy It!,giving one four stars aeroplane sea still need album absolutely phenomenal jeff mangum amazing,94
1,Fabulously soothing,love album woods chaos soothing wake alarm mobile led buy album recently engaged chosen track 1 meant wedding march thanks rob beautiful music mel 29,149
0,Dislike this book,artwork wonderful colourful attractive bad story repetitive non-positive way boring part grouchy lady bug sympathetic character one would want children mimicking,161
0,Very basic tester,product tell battery alive dead nothing battery 's ability power device,71
1,Better than expected!,seen gamera 2 3 say gamera guardian universe actually structured serious movie others fx good japanese monster movie still behind american standars overall like film,165
1,She's still got it,one favorite cds sounds fantastic 's single bad track glad vinyl would worn,75
0,The Pits,worst adventure story ever seen third rate acting fourth-rate script ridiculous genre mixing adolescent could love n't waste money time,135
1,Classic,remember watching kid fascinated wildlife locations classic children see spark imagination,90
1,Great saga to read,early great family saga rivals downton abbey worth person 's reading time found easy continue second third book series,118
0,"Horrible, very Disappointing",guess see 4.99 dvd received half movie stopshalfway let 's start movie second half movie even youtry skip scenes option menu three scenes sequences skip ripoff,159
0,lawn leaf pick up,product broke opened box adjustment handle broke off.wasted moneythis lawn leaf pick bad product,96
0,The worst capuccino maker ever,water stopped dripping espresso side maker husband able unscrew trap clean little later thing time unable see stopping small amount espresso stops trap water come poorly engineered,180
1,Great Book!,fun read overall lots insight facts humor every white person ought least read chapter kill whitey,97
1,NIce addition to our youth room,rugged product ping pong table church 's youth room got tired furnishing balls lost stepped stolen dozen week machine concerned balls someone pays something value paying balls.my critique 20 priced,197
0,"Gotta tell you, this ain't his best.",enjoyed fight club much enjoy choke style take far without narrative strength choke ai n't worth buying,103
1,How did we have fun without it?,wife never even heard rummikub parents bought game played holidays favorite board game yet put way came looking buy copy in-laws already,136
0,Komelon 100 foot metal tapes breaks easily,thought would equal quality lufkin wrong broke sixth time used n't waste money tape look options,96
1,Timex Men's T2H281,bought timex men 's t2h281night light bright makes easy see time darkclock wonderful 5 stars _ ^love watch,106
0,gimmick,snoops really lost momentum good track go awaythe rest filler snoops flow gets weak beats barely compensatei prefer doggystyle snoop recorded 2pac eyez later cds plain commercial soft,183
0,Superflow portable air compressor,tried 6 times time compressor blew fuse sent back amazon next day,65
1,Great Kit!!,great kit everything needed get started good quality nice packaging highly recommend product,92
1,If you like Spy Kids you will like 2,enjoyed spy kids spy kids2 spy kids 3d good family movies watch,63
1,Great Book! I've enjoyed reading this,enjoy fixing old cars old tractors old machinery 'll love reading book humorous writing style writes level beginner learning mechanic great read,144
1,Favorite,great movie love everything actors actresses wonderful great story magical,74
1,great knives,great knives well balanced high quality expecting blades bit sharper though perhaps professional sharpening things amazing,122
0,Doesn't work,else say work moisturizer walmart works better excited get extremely disappointed,81
1,Great litter pan,pan thick crack break like brands also high sloping upwards sides back help contain litter kitties little exuberant digging covering piles also fits perfectly inside cat box holders purchased,191
0,Wow. You idiots will believe anything.,accept claims without evidence search truth lazy desperate believe anything makes feel good worthy mindless shells easily guided,128
1,another great show that was canceled,one best things bruce cambell canceled.just goes show ya tv exects always know theredoing,89
0,Cheating is NOT romantic,hero cheating absolutely ruined entire book enjoy adultering leading man book became utterly useless point,106
1,Great Insight,loved book insight offers second none like fan teachings paul buy book,70
1,Easy to Install Works Great,dropped phone line dsl without bought item hooked 5 seconds saving 30 month phone line device found every network area even neighbors router rarely find 's small rest top tivo top entertainment center room tivo,210
0,could be better,good also stuffs better feel somethings missing,47
1,Lost in the mail,supplier mailed product usps never arrived purchaser 's house purchaser contacted supplier amazon.com process supplier immediately responded gracious note refunded money supplier pursuing trace usps status time,210
1,Fun!!!!!!,game really fun think best whole series game better people play also good play alone get vibe would get actually challenge hands,128
0,"Good start, Poor middle, Fine ending.",though starting fine norse ideals book really falls short beginning focusing wicca rituals,90
0,EMERGENCY USE ONLY!,bought item replace dinnerware set bought 20 years ago made tienshan stoneware new set made minimum thickness possible bowel small hold soup put bowl inside bowel old set moment item emergency use,196
0,Back Order Surprise,ordered 21st march placed back-ordered status 23rd due april 1st gone home depotshop elsewhere,94
1,Great Bra,favorite plan buy offer many colors size great fit support makes feel natural,77
0,Lose reception beyond 10',exi 5160 5.8 ghz poor reception beyond 10 base within feet base calls clear replaced ten-year-old toshiba cordless allowed calls 50 would recommend buying cordless repair old toshiba throw one,192
0,Not as stated,kindle version numbered near impossible get specific scriptures unless page whole bible love reading message kindle version seemed hope fix poblem,146
1,Rock House: Learn Rock Guitar Beginner Program,excellent product starts slow easy gradually gets difficult lots little tips make better instructional dvd 's ordered,117
0,Disgusted!,saw book website advertised sort book exposeing id schemes really fag novel bunch gay 's got pages trashed,106
0,Estos no son Los Diablos,los diablos son un grupo español de la decada 60-70 uno de los mejores temas propios musica inolvidable que pasa de moda,120
1,OHHHH NOOOOOO!,shih-tzu loves made company makes deedle dudes knew could go wrong always looking dog toys squeakers inside chewed within minutes get squeaker voicebox says ohhhhh nooooooo dog still loves takes care instead ripping open,220
0,Not a workout!,would waste money workout 150 lbs overweight barely broke sweat workout waving arms cardio workout plus spend time looking face fit know smile,142
0,Did not like the smell,looking something smelled like sage one smells like cedar know personal taste like smell thought little stinky also good value pretty small soap bar.i disappointed,163
0,A Town Like Alice,read years ago finally found film 's brilliantly true story strongly recommend reading book seeing movie movie must made tv difficult understand dialects film needs remastered possibly sub-titled acting superb,209
1,Little horses,daughter asked santa gift 2 months happy still horses survived two year old brother,83
0,Garbage,really sell extended versions get busy wearing breaking,55
0,cool,yes shocks fragile got broken bumping even setting bed kept braking barrel pen dont expect buy know one shocking pen,116
1,Only one problem,use tune dulcimer baritone ukulele guitar strumstick problems works perfectly everyone likes listen playing however tune voice people want listen sing,150
1,The movie I missed,missed seeing theater area read reviews movie ordered dvd 's good thought would music wonderful also ordered cd listen often.judith mccarthy,140
1,ONE PART LULLABY ONE PART OF YOUR COLLECTION,want thank national public radio npr giving pleasure playing creative album,75
1,My wife loves it!!,food processor came earlier advertised processor works really well quiet truly well worth money,95
1,Nova - Japan's Killer Quake,good dvd shows earth shifted causing earthquake also tsuami want learn means dvd,80
1,Best Bras,buying bras last years comfortable ones found hope stop selling style,69
1,Love this movie,bought gift friend 'd seen tv loved much,40
0,ups and downs,ring pretty great deal one side stones fallen already ring month never wore around house pretty enough considering ordering another one though,142
0,Buyer Beware of 2011 release,buyer beware 2011 release cd-r copy amazon.otherwise rate 4 stars please see reviews,84
1,Excellent,book great book especially high school graduate look history black sororities fratenities prior attending college great reference tool college deciding way go,158
1,Great for Salad,'s great making chicken salad sandwich small dice also works well make small dice waldorf salad convenient shelf stable staple hand homemade fast-food fare,155
0,"In Hebrew ""Judith"" is feminine for ""Judas""",friend hebrew doctorate noted feminine form name 'jesus 'joshua 'judith feminine form name 'juda 'judas perfectly fitting,121
1,You all know this is a CLASSIC! Buy it!,watched christmas story tv every year 24 hours christmas eve christmas day glad finally purchased dvd watch holidays whenever want love,135
0,Plantronics Discovery 640E with LG Phone,biggest problem button command delay phone press button activate voice command would accept first command tells recognize voices tells try use bluetooth gave low rating got another bluetooth use backup,201
1,Perfect paint,bought paints christmas 6yo 4yo love stuff like paint used school thick vibrant wimpy stuff seen posts complaining smell smells like tempra paint,145
1,Hebrew Gospels,less week knew existed prayed surely somewhere hebrew scroll finding book seemed miracle comparing hebrew gospel matthew others find one closer matching scripture especially kjv sources seen love hebrew gospel matthew,217
1,stopped barking,stopped lab waking us every morning 6:00 6:30 worked immediately even forget turn still lets us sleep great product,115
0,"TV emanates burning smell, working problems",son received t.v christmas present currently contacted manufacturer t.v started give strong burning plastic smell given son headaches also problems functionality t.v would recommend,181
1,i am not alone.,well 'm glad see people like book sure silly childish good lord people lighten little put copies brothers karamazov day enjoy top notch silliness ashamed say enjoyed little book tremendously,190
1,This CD is great,rated 4 stars chance hear new songs sure good celine dion fan 'll love collection songs favorite 's way new single think cd worth money,135
0,looks deceive,beautiful watch brand newa gift husband straight box stem move jammedunable set watch.it takes 2-3 months get fixed replaced via invicta mos,140
0,CONFUSING AND NOT FACTS,found disagreed pretty much written.infact co creator god god bye,65
0,"high on quantity, low on quality",purchased hear new versions old standards might handy songs one set musical quality awful many arrangements awful buyer beware,126
0,Was this edition proofread???!!!,read previous anita blake novels kindle without noticing errors however novel fraught misspellings considering one buy hardcopy penny would think eight dollar kindle edition would corrected,189
1,Amazon Kindle,love originally overpaid price went substationally since bought amazon good refunding diference close date bought concern go soon,129
1,Enjoyable!,england 1800'sthe love affair english lord enjoyable read 'll love characters storyline,87
1,Goofy (in a good way),best christmas cd listened children love holidays listen carefully 12 days christmas goofy adds little twist,108
1,Classic,book survive trends since trends based principles book names change quality circles time tqm re-engineering six sigma principles well implemented determine companies efficiency quality,184
1,very tidy,like hose easy unwind.just pull hose much need.when finished simply wind up.it require bend bit easy turn love hose wound neat compact reel instead tangled ground,162
1,A classic WW2 Film,film 12 o'clock high around long time excellent cast gregory peck lead roll gen savage great dean jaeger adjutant great actors longer us,136
1,I love Macy,macy gray sings sweet pure yet edge engery speaks active intense passion great listen driving reminds played last night,119
0,Realy frustrating experience,believe people give game afive stars.c'mon belive dream sequal halflife 1 i'snt good.steam sucks 's fact.ijust stand wait wait steam let play thegame.valve make mess getting intrusivesoftware.the mother annoyance,212
1,At least helping me getting through what I'm in right now...,therapist handed book finished days really helps understand going importantly gives hope present circumstances recovery self healing self improvement never read self help book apply content much one,198
1,Best for the price,good set far best ever clipper comfortable get hot like others cuts well hair trimmer little noise,98
0,Very flimsy,product worked good three showers gasket top tore pulling back using masking tape garbage sack replaceable gaskets would good idea,130
1,A Godsend,serious worshiping loving god video good starting point dogma mechanical rituals helped tremendously.i purchased amazon faster ordering mother center wait videos come,166
1,Be Intolerant: Because Some Things Are Just Stupid,book well written relevant times written level jr high adult could understand grasp challanged reader openion tell others,121
0,2 out of 3 did not work,recently order 3 use car home ipod.2 three work,47
1,Great product!,bought scrub brush pan love gets job done easy clean,52
0,what's this got to do with stripping?,truely dispointed dvd plain ok workout absolutly nothing kind dancing carmen electra dvd michael carson instructor carmen routine exercices ok especially someone great shape dvd show anything erotic dancing workout,214
0,Nah! The first one was MUCH better!,sequel terrible nature calls funny well parts enough satisfy buy ace ventura pet detective one,94
1,Love Sheldon Cooper,co-worker talk show time watch would know became huge fan bazinga became apart vernacular,89
1,Good outlet,easy work install wires feel secure comes hardware needed install,65
1,Interesting read!,really enjoyed book kind confusing fun figure everything foreshadowing excellent henry 3 clare,94
0,Cheap product,cheap product manufacturer even worse went though two four months pcusa manufacturer 's support good recommend luckily damage ipod touch,136
1,Awesome!!,product wonderful skin feels amazing smooth never breakouts oil issues solved definitely worth price,100
0,don't look back,one quick 's best would buy book characters well developed plot interesting similar plots feel cut pasting plots,112
0,4-in-1 Tub Review,could get tub work properly always leaked even though sides locked specified ended taking back something different would recommend tub,134
1,Amazing and inspiring,yellow star must-read book young adults adults understand impact ostracized targeted are lesson one rise relegate dislike hatred persecution cost survive amazing never ever never ever,183
1,Too Funny,movie extremely funny quality movie really good even though really funny movie watch,84
0,incredible look but cheap inside,buy unit look hardly achive crispy brown toast often 2 time least put defrost get correct toast build quality doesnt impress one side toaster jammed reason,155
1,"insightful, direct transmission of the primordial Teachings",found book really speak direct clear precise insightful many ah ha reading book excellent book go bed things quieter environment mind ready rest also learned word power really means like societies think,202
1,Just your average textbook,textbook average textbook class buy online code course included book online comparing two find book much easier read review pictures help author goes good enough pace keep understand,182
1,5 stars,boys love movie much even watching 2 years bought 5 times keep scratching hey 's love,85
0,Smells horrible,sure well product works using time two could get terrible smell,63
0,Trying too hard,okay maybe mediocre voice singing talent trying hard something songs aired tv one actually punk claims say stick good try someone,129
0,"Experimental, but less passion than self-absorption",fortunately backed away maddening grunge expectorations 'friction baby found way either back fertile ground earlier 'deluxe ahead something new inspired fun,156
1,rebirth,jennifer lopez 's latest album yet rebirth job well done songs pretty hot jennifer lopez 's best album yet,106
1,"like the cords, but not the box",cords great drawback plastic box easy damage still worth money,62
1,Portraits,love nikko hurtado watching work amazing clear helpful makes every step takes understandable viewer,99
0,tey destoyed Feel Good Inc,heck absolutely dstoyed feel good inc kids bop people dont know turned crud heap junky juked junk nearly made ears bleed gorillaz rock dont big gorillaz fan extremley dissapointed.those thoughts egree dosent matter,214
1,Great Product,wine bottle opener great used many times performes advertised great price easy use good price buy expensive products really pleased opener,138
1,Great for a bedroom TV,television dvd/vcr combo perfect bedroom tv remote easy use picture clear since all-in-one mess component cables worry,118
0,The Progrock Store,unfortunately theproduct never delivered unable review item however found amazon progrock store extremely helpful efficient compliment customer service levels,158
1,Simple and it works,straight forward timer use start coffee machine morning solid build.quick shipment seller else say,98
1,You can't stop after one book,start saga cochrans alexandra waring must progress west end given moment get normal night 's sleep memorable characters find thinking caring throughout three books,163
0,Worst Mouse Ever,definitely worst mouse ever purchased bought march 2005 nothing problems 's nothing true pain neck would advise buying item,123
0,You get what you pay for...,battery looks like actual c-m2 blackberry well may however old c-m2 battery keeps good charge one replacing n't even last day.go elsewhere hate paying full price things like never seem know gon na get,200
0,Disappointing,way wings attach wheelchair swing limit movement would nice information kind chairs work,88
0,horiible game!,hated game evrything u possibly imagine bad football game horrible game buy,75
1,Real hit with my golden,2 smaller versions toy golden delighted jumbo size learned push squirrels back house well extract lots fun us,109
1,Night's Child,really liked book wish series noy know better could think real seems cover everything,85
1,Best Resource for creating new environments,2 books citrix metaframe books n't give us much detail started looking better resource found book recommended network adminsitrator thought get much work citrix everyday time permits read book 70 time got answers book,217
1,good customer service,sent bad one first shipment contacted immediately ship good one overall good customer service,93
0,This item is misrepresented,carrying case 1/4 small hold cd player associated amazon worth hassle returning.amazon.com delist product,105
1,Perfect Fit,love color got fit perfectly nice texture easy wash great product looses star price though,90
1,Not since Halloween,one scared hard scare reminded groundbreaking done halloween except knocked several levels like slasher probably like movie like slasher movie well made well acted good storyline scare find movie leave quickly,209
1,Fun junk-food Europop.,like 'll like basically one musical concept stretched 50-some-odd minutes pretensions art like tom tom club said needs think feet go,132
1,I WANT THIS BOOK,hi book sounds like must car builder want copy'how get one new zealand'please tell get,86
1,"For this price, these sheets are well worth it!",sheets cheapest could find online physical stores 25 able get fairly nice set extra long sheets perfect dorm bed higher thread count could comfortable beat price,161
1,"After reading it, there is no way back!",book new religion friend tought perfect way life wich realized possible read way back 'll obviously think differently try live good way,135
0,Small Miracles: Extraordinary Coincidences from Everyday Life,disappointing book stories short end stories authors thoughts lend value anything,81
0,Where did it go?,hearing first track thought cd must buy hit rest tracks sure happened cd takes quick bad downward turn buy cheap first track get single waste space cd storage shelf,164
0,CellStik,luck cell stick followed directions given even kids try luck worst part went disconnect difficulty removing device phone threw away total waste money,149
1,Great,album loved since came buy cd worn cassette tape love music,59
1,Paul Van Dyks first single from Out There and Back,great song many different versions enjoy remixes good song remixes different makes cd single great cd single must pvd fan dance music fan,137
0,not good,looking artist ivy song sountrack like songs think get long distance album,74
1,Intriguing!,thought author wonderful job turning event involving millions men women something revolved around two men great job personalizing war different point view,154
0,UGH,hated every minute book kept giving chance waiting see fuss overblown overwrought unbelievable many better reads worth time,123
1,Very informative but not overwhelming,good beginners book since read depth boring books better understanding great intro things pregnancy one get one first,117
0,2 and 1/2 stars -- Slooooooow train to nowhere,read several burke novels always held interest even stretch credulity one burke disappointment story starts ok soon bogs plot widens widens never thickens quit 30 book way many good books waiting stick slowpoke,210
1,Well Written,son enjoyed book takes karate sometimes needs encouragement bring book read help confidence,91
0,ACV03,n't waste money candies 's flavors non-aversive candy going calm anyone 's nausea genius marketing silly product desperately sick women,135
0,poorly made unstable,one screw treads came box stripped stand wobbles hope key board fall,68
1,Very pleased,shirt high quality color perfect young man got love,51
1,Board book and its SO simple!!,book sooo simple easy read surprises slide open boy loves looks like coccoon slide open butterfly terrific board book children,126
1,Felicity: American Girl (Collection),9 year old granddaughter already read couple felicity books thrilled collection come case excited came called right phone quality good price certainly reasonable.felicity american girl american girls collection,210
0,gave it to my 3 year old as a toy,eye piece holes small adult eyes gave 3 year old son toy clarity great either would recommend buying guess get pay,114
0,Computers for Beginners,product extremely poor quality visual audio appeared copy copy copy n't waste money,83
0,little new info and not enough examples,book basic feng shui information beginning chapters gardens last third book general gardening tips related feng shui would liked see comparisons garden-specific suggestions,172
0,just okay,impressed book read books sharon page much better one dragged n't think much plot even love scenes seemed forced pun intended took almost week read book normally would finished one day,184
0,I hate this blender/food processor...do not buy!!!,cuinsart little year awful never get blender unscrewed using leaks liquid bottom everytime use also fit base correctly even blend 's terrible want throw wall n't buy,165
1,Getting ready for the movie!,bought book wait movie far good never read 'oral history like change pace wait finish book see movie,100
1,my hometown,andy mt airy nc home town dad spent time andy childhood may bit prejudiced love guy comedy try couple see think 's clean family oriented comedy,143
0,Boogeycrap,boogeyman clich bad movies rolled one 's textbook case unscary movie darkness loud noises quick edits turn speakers soft spokeness bust speakers jolt comes cgi awful 2005 boogeyman bad movie,190
1,he loved it!,bought brother loves sushi loves impressed quality tools,56
0,terrible quality,photos huge dissappointment national geographic ashamed pixel quality really bad n't buy,88
0,DON'T WASTE YOUR TIME !,recommend waste time watching movie huge fan christian biblical movies acts movie shame 's ridiculous 's film fully recommend gospel john one worths watched peace lord,167
0,DOA,got mail n't work stick bottom bucket water pump n't work suction going return given reviews unless lot time money would buy,124
0,Possibly the worst fins made...,buckle system useless 's sloppy poorly designed frustrating fins barely adequate tape couple ping pong paddles feet better thoroughly disappointing product design viable description junk,186
0,Save your money,save money book waste time craps strategy agree 100 review nothing humorous stories even funny,94
0,Are you religious?,religious want spend time productively hoped book would help never connected think book making money porn addicts actually helping join online website 'll get everything book,174
1,It's a nice movie,movie thells woman ho discover happend wat expected,51
0,Two hours...,two minutes life would like back read 1 star reviews make mistake warned,72
0,Seagate Ext. 250GB = Thumbs Down,seagate st302504fda1e1-rk freeagent desktop 250 gb 3.5 usb 2.0 external hard drivethumbs tired wasting time drive talk dell bios falls asleep almost immediately unplug corrupts drive thanks guys,194
1,Perfect for ocean-lovers,bought two one godparent scuba divers got great feedback ends personally seen two parts collection collection definitely best bang/buck ratio highly recommended ocean enthusiasts,178
1,"Excellent, Good read, 1st hand account.",intersting book history early pioneers want pc version really info comes diaries period,87
1,Bought for a Friend,already one since knees terrible shape help quite bit really like size small burden,83
1,Easy read but geared more toward women with children,read book thinking would help woman find friends well good tips put practice woman largely geared toward women children help needed children kids live larger city book would lifesaver well-written easy read got 3 days,217
1,Best that I found,looking canvas pastry bag five years thank god thought looking amazon.com must everything anyone could want works great happy,125
0,absolutely awful.,rented movie hopes two great people wish worst movie ever,57
0,WASTE OF TIME,ok shots movie good sexy whole movie full baloney stopped within 30 minutes play,80
0,Cheap,expected much headphones cheap sounding durable would buy,57
0,arrived broken,broken magnet three canisters although marginal filters work great use prefilter intake one arrived broken magnet box intact left factory like that.i ordered another magnet worth haggling shipping back,201
1,good book,author never disappoints-enjoyed several books easy read vacation relaxation,76
1,This CD is Dope!,love cd awesome tunes samplings india something like early 70 's late 60 's weed smoking material chill bonus also cool music movie southlander cd enjoy it,155
0,only worked once,bought iron ebay worked started leaking water holes steam plate wasted 19,73
1,Groovy version of an old classic,times polaroid camera sleek compact super easy use kids love great want see photo hand road camera baragin watch price film get pricey keep snapping control,156
0,Sleeping pills,ordered product based reviews hope finding coffee replacement found total opposite took one a.m never made work completely passed out day tried surely enough fell asleep take night good nights rest,197
1,So Far,never tempted put book much time decide read little bit sure enough discover something begs read whatever worth book one read otherwise really honestly conclude much,165
0,Poor,enjoyed story chi chi rodriguez came illness poverty however lost interest read vulgar quotes gay recording mogul pay offended buy anything authors,147
0,Too wordy,love hear mr chopras talks books least ones tried read interesting tends go tangents result confusion couple novels well please bother especially accustomed great fiction talk tangent back book n't become affluent,213
0,"Pages missing, call Fudge","message seems disappeared also pages 213 244 missing book ripped suspect magic muggle anyone else book like one let go 10,000.it frustrating reading alone bam book skips 212 245",177
1,Awesome movie.,awesome great everyone seems think least story-wise still awesome,65
1,BABBIE GREEN- A TRULY AMAZING TALENT,soldiers heart singer/songwriter babbie green gem.i enthusiastically recommend recording,88
1,"Does what it says, but could be better",like angle stand stands flat also elevates laptop inches better back neck complaint hard 'd nice give especially middle 'd like squeeze stuff,141
0,Everything sticks,disappointed everything tried cook pan sticks useless frying eggs,65
1,READ IT!!,loved book could put finished one weekend story amaze proud put pride aside tell story respect fact release information found classy love wish best,147
0,Best,best book ever loved book much j.k rowling best writer ever walk planet hero look role model,92
1,The movie that started the slasher series!,halloween truly frightning film moment music starts stalking michael know treat jamie lee curtis 's first film debut start instant classic horror films fans collection followed 6 sequels,186
